Unnamed: 0,tweets,time,language,translated_tweets
114,"«Malgré toutes les polémiques qui ont surgi ces dernières semaines, on se retrouve dans la même situation qu’avant l’été ... Et à moins d’un rapport catastrophique (de la CoGest), le traitement de ce dossier devrait être une simple formalité.»",2022-08-16 10:21:32+00:00,"((0, 260, 'FRENCH', 'fr'),)","[{'translation_text': '""Despite all the polemics that have arisen in recent weeks, we are in the same situation as before summer ... and unless a catastrophic report (of the CoGest), the processing of this dossier should be a mere formality.""'}]"
115,Le président des Vert'libéraux vise un siège au Conseil fédéral pour son parti en 2023,2022-08-14 11:15:26+00:00,"((0, 91, 'FRENCH', 'fr'),)","[{'translation_text': ""The president of the Vert'libéraux aims a seat on the Federal Council for his party in 2023""}]"
117,"Les émissions de ""green bonds"" financent les investissements dans la transition écologique. Profitons de relancer le marché des ""green bonds"" en Suisse en disant oui à la réforme sur l'impôt anticipé.",2022-08-13 15:57:15+00:00,"((0, 207, 'FRENCH', 'fr'),)","[{'translation_text': ""Green bonds finance investments in the ecological transition. Let's take advantage of reviving the green bonds market in Switzerland by saying yes to the early tax reform.""}]"
119,"Go 

Athlétisme: Léonie Pointet participera à ses premiers championnats d'Europe chez les élites à Munich",2022-08-03 11:32:20+00:00,"((0, 110, 'FRENCH', 'fr'),)",[{'translation_text': 'Go Athletics: Léonie Pointet to compete in his first European elite championships in Munich'}]
120,Je réponds toujours aux invitations dans les limites de mon agenda.,2022-07-29 05:10:29+00:00,"((0, 68, 'FRENCH', 'fr'),)",[{'translation_text': 'I always respond to invitations within the limits of my calendar.'}]
121,"Désolé, je ne vois rien de concret dans l'ensemble de votre site que j'ai parcouru hier, je vous laisse avec votre conscience, je m'arrange avec la mienne.",2022-07-29 05:09:32+00:00,"((0, 157, 'FRENCH', 'fr'),)","[{'translation_text': ""I'm sorry, I don't see anything concrete in the whole of your site that I went through yesterday, I leave you with your conscience, I arrange with mine.""}]"
122,L'activité qui consiste à accuser l'autre de tous les meaux ne fait pas partie de ma boîte à outils. Mon objectif est de trouver des moyens et une majorité pour respecter les accords de Paris dans le cadre institutionnel qui est le nôtre.,2022-07-29 05:02:04+00:00,"((0, 244, 'FRENCH', 'fr'),)",[{'translation_text': 'The activity of accusing each other of all things is not part of my toolbox. My goal is to find ways and a majority to comply with the Paris agreements within the institutional framework that is ours.'}]
123,"Rien de très concret, malheureusement!",2022-07-29 04:56:31+00:00,"((0, 39, 'FRENCH', 'fr'),)","[{'translation_text': 'Nothing very concrete, unfortunately!'}]"
124,C'est moi où je n'ai pas vu vos propositions ?,2022-07-29 04:44:29+00:00,"((0, 47, 'FRENCH', 'fr'),)","[{'translation_text': ""Is this where I didn't see your proposals?""}]"
125,Quelles sont vos propositions pour changer les choses?,2022-07-29 04:41:37+00:00,"((0, 54, 'FRENCH', 'fr'),)",[{'translation_text': 'What are your proposals for change?'}]
126,"L'alerte est donnée, celui qui ne l'entend pas joue la sourde oreille. Nous proposons une solution pour régler le problème, c'est là l'essentiel, hurler qu'il faut changer ne suffit pas",2022-07-29 04:40:18+00:00,"((0, 189, 'FRENCH', 'fr'),)","[{'translation_text': 'The alert is given, the one who does not hear it plays the deaf ear. We propose a solution to solve the problem, this is the essential, yelling that must be changed is not enough'}]"
127,C'était malheureusement prévisible...,2022-07-29 04:33:42+00:00,"((0, 39, 'FRENCH', 'fr'),)","[{'translation_text': 'Unfortunately, it was predictable...'}]"
128,"Nous proposons un chemin pour zéro émissions nettes en 2040, il est clair qui si vous cherchez votre rhétorique dans notre programme cela va être difficile.",2022-07-29 04:15:22+00:00,"((0, 160, 'FRENCH', 'fr'),)","[{'translation_text': 'We propose a path for zero net emissions in 2040, it is clear that if you are looking for your rhetoric in our program it will be difficult.'}]"
130,"J'ai été élu sur la base d'un programme qui le dit, avec un plan pour y parvenir.",2022-07-28 03:48:05+00:00,"((0, 84, 'FRENCH', 'fr'),)","[{'translation_text': 'I was elected on the basis of a programme that says so, with a plan to achieve it.'}]"
131,On ne fait pas boire un âne qui n'a pas soif...,2022-07-28 03:46:30+00:00,"((0, 48, 'FRENCH', 'fr'),)","[{'translation_text': ""You don't drink a donkey that's not thirsty...""}]"
132,"Le citoyen a été informé, la majorité à décidé...",2022-07-27 19:44:40+00:00,"((0, 56, 'FRENCH', 'fr'),)","[{'translation_text': 'The citizen has been informed, the majority has decided...'}]"
133,Je l'ai reçu et je l'ai lu...je n'ai rien appris de plus que ce que je savais déjà. J'avoue avoir de la peine à comprendre la relation entre émission de CO2 et appropriation culturelle.,2022-07-27 19:42:45+00:00,"((0, 190, 'FRENCH', 'fr'),)",[{'translation_text': 'I received it and read it... I learned nothing more than what I already knew. I confess to having difficulty understanding the relationship between CO2 emissions and cultural appropriation.'}]
134,Oui nous essayons de mettre cela dans une loi mais le peuple le refuse.,2022-07-27 19:38:43+00:00,"((0, 71, 'FRENCH', 'fr'),)","[{'translation_text': 'Yes, we try to put this in a law, but the people refuse it.'}]"
135,Oui...j'ai lu les rapports du GIEC au complet...et vous?,2022-07-27 19:37:52+00:00,"((0, 56, 'FRENCH', 'fr'),)","[{'translation_text': ""Yes... I've read the entire IPCC reports... and you?""}]"
136,"J'ai étayé mon argument en affirmant que le droit prime sur la morale, vous avez le droit de ne pas être d'accord avec moi, mais c'est pour moi la base de notre démocratie. Et j'espère que la majorité partage cette opinion.",2022-07-27 19:35:08+00:00,"((0, 229, 'FRENCH', 'fr'),)","[{'translation_text': 'I have supported my argument that law prevails over morality, you have the right not to agree with me, but it is for me the basis of our democracy, and I hope that the majority shares this view.'}]"
137,"Mes votes, mes discours et mes prises de position sont publiques, a chacun de juger.",2022-07-27 19:29:51+00:00,"((0, 84, 'FRENCH', 'fr'),)","[{'translation_text': 'My votes, my speeches and my positions are public, to each judge.'}]"
138,"Nous allons arrêter ici, je n'ai utilisé que la prédominance du droit sur la morale. Si vous voulez réguler l'appropriation, nous avons assez d'outils démocratiques pour servir vos desseins.",2022-07-27 19:21:44+00:00,"((0, 195, 'FRENCH', 'fr'),)","[{'translation_text': 'We will stop here, I have used only the predominance of law over morality. If you want to regulate appropriation, we have enough democratic tools to serve your purposes.'}]"
139,"Je n'ai pas critiqué la qualité de nos institutions,j'ai dis que le discours tenu au parlement n'était pas bon et ne m'a rien appris. Nuance.",2022-07-27 19:17:42+00:00,"((0, 144, 'FRENCH', 'fr'),)","[{'translation_text': 'I did not criticise the quality of our institutions, I said that the speech in Parliament was not good and did not teach me anything.'}]"
140,"La discussion ici ne ressemble en rien à des crises d'orfaie, je n'ai vu aucune menace.",2022-07-27 19:14:59+00:00,"((0, 88, 'FRENCH', 'fr'),)","[{'translation_text': 'The discussion here is nothing like orfay attacks, I have not seen any threat.'}]"
141,Scientifique qui n'étaient pas bon et qui ne m'ont rien appris!,2022-07-27 19:11:59+00:00,"((0, 64, 'FRENCH', 'fr'),)",[{'translation_text': 'Scientists who were not good and who taught me nothing!'}]
142,"Vu le nombre d'échanges je ne pense pas qu'on puisse juger ma position comme dogmatique, je l'ai étayée et expliqué...mais c'est plus facile de dire d'une position opposée à la notre qu'elle est dogmatique. Et je n'ai pas l'impression d'avoir été discourtois.",2022-07-27 18:41:45+00:00,"((0, 267, 'FRENCH', 'fr'),)","[{'translation_text': ""Given the number of exchanges I don't think my position can be judged as dogmatic, I substantiated it and explained it... but it's easier to say from a position opposite ours that it is dogmatic, and I don't feel like I've been discourteous.""}]"
143,"Le concept d'appropriation est un conservatisme miroir des protectionnismes culturels de certains nationalistes de pacotille. Comme libéral, je ne peux pas adhérer à ces concepts.",2022-07-27 18:30:54+00:00,"((0, 182, 'FRENCH', 'fr'),)","[{'translation_text': 'The concept of appropriation is a conservatism mirroring the cultural protectionisms of certain nationalists of pacolette. As a liberal, I cannot adhere to these concepts.'}]"
144,"Juste, mais vouloir moraliser le port des dreadlocks c'est un retour en arrière...vouloir dire qui peut jouer quelle musique n'est pas vraiment un progrès.",2022-07-27 18:14:40+00:00,"((0, 157, 'FRENCH', 'fr'),)","[{'translation_text': 'Just, but wanting to moralize the port of dreadlocks is a step back...you want to say who can play which music is not really a progress.'}]"
145,"C'est vrai, le patron est dans son droit de faire arrêter le concert...mais les personnes s'étant senti mal à l'aise ont empêché les autres de profiter du concert...qui nuit à qui dans cette histoire ?",2022-07-27 18:09:44+00:00,"((0, 207, 'FRENCH', 'fr'),)","[{'translation_text': ""It's true, the boss is in his right to have the concert stopped... but the people who felt uncomfortable prevented others from enjoying the concert...who is harming in this story?""}]"
146,"L'Etat de droit repose sur des lois et non la morale. En l'occurence, ce concert n'avait rien d'illégal, mais la morale de certains l'a interdit sur une base émotionnelle...bonjour les dérives.",2022-07-27 17:29:19+00:00,"((0, 196, 'FRENCH', 'fr'),)","[{'translation_text': 'The rule of law is based on laws and not morals. In this case, this concert was not illegal, but the morals of some banned it on an emotional basis...Hello the drifts.'}]"
147,"Cela montre surtout que nos libertés sont de plus en plus encadrées par une morale qui supplante le droit. Morale qui n'a évidemment rien de démocratique !
Comme vaudois, il faut maintenant que je réfléchisse à deux fois avant de me saisir d'un Schwyzerörgeli.",2022-07-27 16:58:07+00:00,"((0, 268, 'FRENCH', 'fr'),)","[{'translation_text': 'This shows above all that our freedoms are increasingly framed by a moral that supplants the law. Morale, who obviously has nothing democratic! As Vaudois, I must now think twice before I seize a Schwyzerörgeli.'}]"
148,"Cela devient vraiment compliqué, il faudra que quelqu'un m'explique !",2022-07-27 16:14:01+00:00,"((0, 70, 'FRENCH', 'fr'),)","[{'translation_text': ""It's getting really complicated, someone's gonna have to explain it to me!""}]"
149,Quand les prérogatives du  finissent presque mal...on est en droit de se demander qui donne les autorisations.,2022-07-25 11:02:23+00:00,"((0, 111, 'FRENCH', 'fr'),)",[{'translation_text': 'When the prerogatives of the end almost badly... we have the right to wonder who gives the permissions.'}]
151,"Peut-être que l' va enfin accepter les investissements dans la transition énergétique qu'elle a toujours refusé...Et s'il faut choisir entre l'armée et les énergies, que choisira-t-elle ?",2022-07-21 12:54:46+00:00,"((0, 193, 'FRENCH', 'fr'),)","[{'translation_text': 'Perhaps he will finally accept the investments in the energy transition that she has always refused...And if we have to choose between the army and the energies, what will she choose?'}]"
152,"""Il n’appartient pas au canton de juger la qualité du réseau""
Si le canton veut rester concurrentiel et terre d'innovation, il faut s'inquiéter de la qualité du réseau de communication et arrêter de mettre les bâtons dans les roues.",2022-07-21 10:15:09+00:00,"((0, 241, 'FRENCH', 'fr'),)","[{'translation_text': '""It is not up to the canton to judge the quality of the network"" If the canton wants to remain competitive and ground of innovation, it is necessary to worry about the quality of the communication network and stop putting the sticks in the wheels.'}]"
