,tweets,time,language,translated_tweets
107,Schluss mit der Symbolpolitik:  Ein einziger  verbraucht auf 100 km 5x mehr Energie als die Weihnachtsbeleuchtung „Lucy“ an der Bahnhofstrasse während den ganzen 6 Wochen!,2022-09-04 11:04:24+00:00,"((0, 176, 'GERMAN', 'de'),)","No more symbolism: A single one consumes 5x more energy at 100 km than the Christmas lights ""Lucy"" at the Bahnhofstrasse for the entire 6 weeks!"
108,"Ich stelle mich doch nicht hinter Russland, sondern hinterfrage die Wirksamkeit der Sanktionen und deren Folgen für unsere Wirtschaft und unser Leben …",2022-09-04 10:06:32+00:00,"((0, 154, 'GERMAN', 'de'),)","I am not behind Russia, but questioning the effectiveness of sanctions and their consequences for our economy and our lives ..."
109,"Also nur, damit ich es verstehe … fahren wir nun wirklich gerade alles an die Wand, um die bösen Russen zu bestrafen, derweil der Rubel steigt und dort die Erlöse aus Gas- und Ölverkäufen geradezu explodieren?",2022-09-04 08:29:12+00:00,"((0, 215, 'GERMAN', 'de'),)","So just so I understand... are we really going to go straight to the wall to punish the evil Russians, because the ruble is rising and the proceeds from gas and oil sales are almost exploding there?"
110,"Das ist so grundfalsch, dass nicht einmal das Gegenteil wahr ist …",2022-09-01 20:54:12+00:00,"((0, 68, 'GERMAN', 'de'),)",This is so fundamentally wrong that not even the opposite is true ...
111,"Wenn ein Entscheid aufgrund völlig falscher Angaben zustande kommt, darf dieser auch nochmals diskutiert werden!",2022-09-01 07:42:58+00:00,"((0, 113, 'GERMAN', 'de'),)","If a decision is made on the basis of completely incorrect information, it may also be discussed again!"
112,Der Entscheid wurde aufgrund völlig unwahrer Aussagen vor allem von Frau Doris Leuthard gefällt …,2022-09-01 07:31:05+00:00,"((0, 101, 'GERMAN', 'de'),)",The decision was made on the basis of completely untrue statements above all by Mrs. Doris Leuthard ...
113,Da schweigt des Sängers Höflichkeit,2022-09-01 06:40:03+00:00,"((0, 37, 'GERMAN', 'de'),)",The singer's courtesy is silent
114,"Denkt daran bei den Wahlen:

Wenn wir auf   und  gehört hätten, wären die Kernkraftwerke schon abgeschaltet!",2022-08-31 15:44:16+00:00,"((0, 111, 'GERMAN', 'de'),)","Remember in the elections: if we had listened and listened, the nuclear power plants would have been shut down!"
115,"Es ist nicht Aufgabe der Politik,
Bürgern Ratschläge zu geben, wie
man Energie spart, sondern dafür
zu sorgen, dass ausreichend Energie
da ist.  Dr. Hans-Georg Maaßen",2022-08-31 13:19:28+00:00,"((0, 170, 'GERMAN', 'de'),)","It is not up to politicians to advise citizens on how to save energy, but to ensure that there is sufficient energy. Dr. Hans-Georg Maaßen"
116,Und wann gehen Sie endlich in den Rechtschreibkurs?,2022-08-29 13:24:17+00:00,"((0, 51, 'GERMAN', 'de'),)",And when are you going to the spelling class?
117,"An alle Gender-, Woke-, Klima-, Umwelt- und weissgottnochwas-Aktivisten: 

Geht endlich anständig arbeiten, damit Ihr wieder auf normale Gedanken kommt!",2022-08-27 06:02:30+00:00,"((0, 153, 'GERMAN', 'de'),)","To all gender-, woke-, climate-, environmental- and white god-nothing-activists: at last work properly so that you get back to normal thoughts!"
118,Also: Pass verbrennen und auswandern!,2022-08-24 20:55:52+00:00,"((0, 37, 'GERMAN', 'de'),)",So: Burn the passport and emigrate!
119,Denk ich an Deutschland in der Nacht …,2022-08-16 15:16:17+00:00,"((0, 40, 'GERMAN', 'de'),)",I think of Germany at night ...
120,"Wie lange lassen wir es uns noch gefallen, dass unsere Städte durch Gesindel und Chaoten verschmiert werden? Und warum dulden wir, dass die linksgrünen Regierungen in den Städten nichts dagegen unternehmen? 
Holen wir uns unsere Schweiz zurück!",2022-08-12 20:44:14+00:00,"((0, 248, 'GERMAN', 'de'),)",How long do we allow our cities to be smeared by rabbles and chaots? And why do we tolerate the left-green governments in the cities not doing anything about it? Let's get our Switzerland back!
121,Und wie genau umfährt die Postautolinie diese Ampel?,2022-08-11 12:12:06+00:00,"((0, 53, 'GERMAN', 'de'),)",And how exactly does the postal car line run around this traffic light?
122,"Das sind Personen, welche auf dem Weg zur Arbeit sind … für Linke wohl tatsächlich „sinnbefreit“",2022-08-11 06:50:53+00:00,"((0, 104, 'GERMAN', 'de'),)","These are people who are on their way to work ... for the left probably ""freed up"""
123,"Nein, er sollte aus dem Amt geschmissen werden!",2022-08-11 04:29:52+00:00,"((0, 47, 'GERMAN', 'de'),)","No, he should be kicked out of office!"
124,"Danke, liebe Bastler vom Tiefbauamt Zürich - wegen eines abgesenkten Schachts, welchen man mit einer Stahlplatte hätte abdecken können, verursacht ihr mit einem Rotlicht kilometerweise Rückstau in den Aargau …",2022-08-10 06:29:31+00:00,"((0, 215, 'GERMAN', 'de'),)","Thank you, dear hobbyists of the civil engineering office Zurich - because of a lowered shaft, which one could have covered with a steel plate, you cause with a red light kilometers back into the Aargau ..."
125,"Auch passend wäre wohl: Kleiner W…., der sich im stillem Kämmerlein getraut - aber natürlich niemals hinstehen würde …",2022-08-01 20:52:10+00:00,"((0, 126, 'GERMAN', 'de'),)","Also suitable would be: Kleiner W...., who dared to stand in the quiet little room - but of course would never stand up ..."
126,Darum war es sehr konstruktiv und freundschaftlich,2022-07-29 06:57:41+00:00,"((0, 50, 'GERMAN', 'de'),)",That's why it was very constructive and friendly
127,"Sollten wir uns demzufolge wehren, wenn Menschen aus Afrika, welche sich in unseren Gefilden bewegen, Anzüge tragen und diese auffordern, künftig im Baströckchen oder Lendenschurz zur Arbeit zu erscheinen? 

Weil alles Andere ja eindeutig eine kulturelle Aneignung darstellt …",2022-07-28 14:34:17+00:00,"((0, 281, 'GERMAN', 'de'),)","Should we therefore defend ourselves when people from Africa, who move in our fields, wear suits and ask them to appear in the bastrel or loincloth to work in the future? Because everything else is clearly a cultural appropriation ..."
128,Der Bund fand es auch nicht sehr anständig und strich die Mittel,2022-07-28 13:52:29+00:00,"((0, 65, 'GERMAN', 'de'),)",The covenant also did not find it very decent and scrapped the funds
129,"🤣🤣🤣🤣 Gott, suchen Sie sich doch bitte endlich einen anständigen Job …",2022-07-28 05:48:26+00:00,"((0, 84, 'GERMAN', 'de'),)","- God, please find yourself a decent job..."
130,Lustig - ich kenne den Mann nicht einmal persönlich 🤷‍,2022-07-28 03:31:25+00:00,"((0, 60, 'GERMAN', 'de'),)",Funny - I don't even know the man personally
131,"Mal sehen, ob  jetzt hier auch eine Story macht …",2022-07-27 19:41:32+00:00,"((0, 51, 'GERMAN', 'de'),)",Let's see if there's a story here now...
132,"Es ist definitiv besser, sich auszusprechen, statt aufeinander zu schiessen - herzlichen Dank für den tollen Abend, lieber",2022-07-27 18:05:11+00:00,"((0, 123, 'GERMAN', 'de'),)","It is definitely better to speak out instead of shooting each other - thank you very much for the great evening, dear"
133,"Sollten wir uns demzufolge wehren, wenn Menschen aus Afrika, welche sich in unseren Gefilden bewegen, Anzüge tragen und diese auffordern, künftig im Baströckchen oder Lendenschurz zur Arbeit zu erscheinen? 

Weil alles Andere ja eindeutig eine kulturelle Aneignung darstellt …",2022-07-27 15:47:15+00:00,"((0, 281, 'GERMAN', 'de'),)","Should we therefore defend ourselves when people from Africa, who move in our fields, wear suits and ask them to appear in the bastrel or loincloth to work in the future? Because everything else is clearly a cultural appropriation ..."
134,"Sie glauben also, dass die Wahrheit der SVP schadet?",2022-07-27 15:22:16+00:00,"((0, 52, 'GERMAN', 'de'),)",So you think the truth is damaging to the SVP?
135,"Woher nehmen Sie die Annahme, dass ich dies nicht wisse?",2022-07-26 18:35:27+00:00,"((0, 56, 'GERMAN', 'de'),)",How do you suppose I don't know?
136,"Wenn Deutschland noch mehr Waffen liefert, ist es bald unbewaffnet …",2022-07-26 18:34:27+00:00,"((0, 70, 'GERMAN', 'de'),)","If Germany delivers even more weapons, it will soon be unarmed ..."
137,Also bei der direkten Bundessteuer kommt dies mehr als hin!,2022-07-26 05:10:12+00:00,"((0, 59, 'GERMAN', 'de'),)",So with the direct federal tax this is more than possible!
138,Die deutsche Regierung bereitet sich auf den Kampf gegen die eigene Bevölkerung vor …,2022-07-25 05:37:32+00:00,"((0, 88, 'GERMAN', 'de'),)",The German government is preparing itself for the fight against its own population ...
139,… was für ein dummer Zufall aber auch - die  hat bei den Ländern mit der meisten organisierten Kriminalität die Ukraine vergessen (immerhin die Nr. in Europa),2022-07-24 13:47:04+00:00,"((0, 163, 'GERMAN', 'de'),)",... but what a stupid coincidence - it has forgotten Ukraine in the countries with the most organized crime (always the No. in Europe)
140,"Wenn Deutschland nicht sofort diese völlig verheerende, zerstörerische und bürgerfeindliche Politik aufgibt, wird es im Herbst/Winter garantiert bürgerkriegsähnliche Zustände erleben!",2022-07-23 10:04:43+00:00,"((0, 189, 'GERMAN', 'de'),)","If Germany does not immediately give up this completely devastating, destructive and anti-citizen policy, it will definitely experience citizen-like conditions in autumn/winter!"
141,"Wollen Sie allen Ernstes behaupten, diese 3 Parteien seien noch konsequent bürgerlich? Haben Sie sich mal das Abstimmungsverhalten vor allem der CVP und geschweige der GLP angeschaut?",2022-07-21 21:08:41+00:00,"((0, 184, 'GERMAN', 'de'),)","Are you serious about claiming that these three parties are still consistently bourgeois? Have you looked at the voting behaviour, especially the CVP and let alone the GLP?"
142,"Parlamentarische Mehrheit leider nicht bürgerlich, denn FDP, CVP und geschweige GLP paktieren mit den Linken und Grünen …",2022-07-21 21:04:21+00:00,"((0, 125, 'GERMAN', 'de'),)","Parliamentary majority unfortunately not bourgeois, because FDP, CVP and let alone GLP make pacts with the left and the Greens ..."
143,Fingerpointing? Man darf also eine ganze Nation ins Elend fahren - und soll straflos davonkommen?,2022-07-21 15:57:52+00:00,"((0, 97, 'GERMAN', 'de'),)",Fingerpointing? So you can drive an entire nation into misery - and get away with it without punishment?
144,"Drehstrommotoren mit Solar betreiben … 🤣 klar, auf jedem Mast ein PV-Panel",2022-07-21 15:45:44+00:00,"((0, 79, 'GERMAN', 'de'),)","Three-phase motors operate with solar ... clear, on each mast a PV panel"
145,"Jetzt kommen die verheerenden Folgen der katastrophalen Politik von linksgrün ans Tageslicht: Abtreten, Frau Bundesrätin  - Sie dürfen wieder ans Piano!",2022-07-20 09:08:35+00:00,"((0, 155, 'GERMAN', 'de'),)","Now the devastating consequences of the disastrous policy of left-wing green come to light: resign, Mrs. Bundesratin - you are allowed to return to the piano!"
146,Genau - und das Volk gab ihnen recht!,2022-07-18 05:24:26+00:00,"((0, 37, 'GERMAN', 'de'),)",Exactly - and the people were right!
147,Keine Ahnung von den Zusammenhängen - aber hier mal ein bisschen rumposaunen …,2022-07-14 17:27:44+00:00,"((0, 81, 'GERMAN', 'de'),)",I don't know about the connections - but here a bit of a rumpaunnen ...
148,"Könnten wir die Diskussion bitte auch ernsthaft, auf einem gewissen Niveau und ohne Falschbehauptungen und Unterstellungen führen?",2022-07-14 11:45:03+00:00,"((0, 132, 'GERMAN', 'de'),)","Could we please also conduct the discussion seriously, at a certain level and without false assertions and insinuations?"
149,"Wer Waffen sendet, will Krieg - wer Frieden will, sendet Diplomaten!",2022-07-14 07:29:55+00:00,"((0, 68, 'GERMAN', 'de'),)","If you send weapons, you want war - if you want peace, you send diplomats!"
150,"fordert, dass Flüge an Ziele, die in 10-12h mit dem Zug erreichbar sind, verboten werden. fliegt derweil mutterseelenallein in Europa herum - verlogener gehts nicht mehr! 

… und die dummen Bürger sollen für die wohlverdienten Ferien den Zug nehmen …",2022-07-14 07:15:47+00:00,"((0, 257, 'GERMAN', 'de'),)","demands that flights to destinations that can be reached in 10-12h by train are prohibited.Flying around in Europe alone, mother soul – there is no more lying! ... and the stupid citizens should take the train for the well-deserved holidays ..."
151,Das wäre strafrechtlich relevant - aber aufgrund Ihres IQ’s würden Sie wahrscheinlich von Schuld und Sühne freigesprochen …,2022-07-13 19:18:07+00:00,"((0, 130, 'GERMAN', 'de'),)","That would be criminally relevant - but due to your IQ, you would probably be acquitted of guilt and atonement ..."
152,Kämpfen Sie doch bitte zuerst mit offenem Visier!,2022-07-13 15:09:33+00:00,"((0, 50, 'GERMAN', 'de'),)",Why don't you fight with an open visor first?
153,Kämpfen Sie doch bitte zuerst mit offenem Visier!,2022-07-13 15:06:20+00:00,"((0, 50, 'GERMAN', 'de'),)",Why don't you fight with an open visor first?
154,"Gemäss  brauchen mindestens 15,7 Millionen Menschen in der Ukraine dringend humanitäre Hilfe und Schutz. Der Präsident schreit aber dauernd nach Waffen …",2022-07-13 14:38:17+00:00,"((0, 158, 'GERMAN', 'de'),)","According to at least 15.7 million people in Ukraine urgently need humanitarian aid and protection. However, the president constantly cries out for weapons ..."
155,"Er würde eine Lücke hinterlassen, die ihn voll ersetzt …",2022-07-13 14:11:15+00:00,"((0, 60, 'GERMAN', 'de'),)",He would leave a gap that would replace him completely...
156,Denk ich an Deutschland in der Nacht …,2022-07-13 07:50:53+00:00,"((0, 40, 'GERMAN', 'de'),)",I think of Germany at night ...
157,Wer rettet die armen Deutschen vor dieser Regierung?,2022-07-13 06:26:33+00:00,"((0, 52, 'GERMAN', 'de'),)",Who saves the poor Germans from this government?
158,Man fragt sich unwillkürlich: Weiss sie es nicht besser - oder macht sie dies wider besseren Wissens? Beides macht mir Sorgen!,2022-07-13 06:23:11+00:00,"((0, 127, 'GERMAN', 'de'),)",One wonders involuntarily: Does she not know better - or does she do this against better knowledge? Both worry me!
159,Gewisse Journalisten gehen sehr weit in der einseitigen Berichterstattung zu Gunsten der Klimachaoten …,2022-07-13 04:51:00+00:00,"((0, 105, 'GERMAN', 'de'),)",Certain journalists go very far in the unilateral reporting in favour of the climate chaos ...
160,Er wollte wohl in den Schwarzwald und hat sich leicht verflogen 🤣,2022-07-13 02:46:36+00:00,"((0, 68, 'GERMAN', 'de'),)",He probably wanted to go to the Black Forest and flew easily
161,"Einen der besten Politiker unseres Landes als „charakterschwach“ zu bezeichnen, ist ein starkes Stück !",2022-07-09 10:41:23+00:00,"((0, 108, 'GERMAN', 'de'),)","To call one of the best politicians in our country ""weak in character"" is a strong piece !"
162,Arbeitskräfte gerne - aber die Zuwanderung auf unsere Sozialsysteme muss gestoppt werden. Und ich will keine 10-Millionen-Schweiz!,2022-07-07 07:56:02+00:00,"((0, 131, 'GERMAN', 'de'),)",Workers like to - but immigration to our social systems must be stopped. And I don't want 10 million Swiss!
163,Auch Sie: Ein anonymer Feigling,2022-07-06 16:28:23+00:00,"((0, 31, 'GERMAN', 'de'),)",You too: An anonymous coward
164,SVP Schweiz - Offene Schleusen überfordern Schulen,2022-07-06 15:30:14+00:00,"((0, 51, 'GERMAN', 'de'),)",SVP Switzerland - Open locks overwhelm schools
165,"Ich werde dafür sorgen, dass Du elender Nestbeschmutzer endlich aus der SVP entfernt wirst !",2022-06-28 17:23:16+00:00,"((0, 93, 'GERMAN', 'de'),)",I'll make sure you're finally removed from the SVP.
